id,day,language,section,type,tts_text,romanization,english,instruct_text,speaker_id
day27_vocabulary_005,27,Cantonese,Vocabulary,Flashcard,狀態板,zong6taai3 baan2,status board,用温柔的语气讲这句话,Beth251112
day27_vocabulary_006,27,Cantonese,Vocabulary,Flashcard,打氣說話,daa2hei3 syut3waa6,pep talk,用温柔的语气讲这句话,Beth251112
day28_vocabulary_001,28,Cantonese,Vocabulary,Flashcard,休息日,jau1sik1 jat6,day off,用温柔的语气讲这句话,Beth251112
day28_vocabulary_002,28,Cantonese,Vocabulary,Flashcard,水療入場券,seoi2liu4 jap6coeng4gyun3,spa ticket,用温柔的语气讲这句话,Beth251112
day28_vocabulary_003,28,Cantonese,Vocabulary,Flashcard,公園長椅,gung1jyun2 coeng4ji2,park bench,用温柔的语气讲这句话,Beth251112
day28_vocabulary_004,28,Cantonese,Vocabulary,Flashcard,小說,siu2syut3,novel,用温柔的语气讲这句话,Beth251112
day28_vocabulary_005,28,Cantonese,Vocabulary,Flashcard,慢慢享受早午餐,maan6maan2 hoeng2sau6 zou2 ng5caan1,slow brunch,用温柔的语气讲这句话,Beth251112
day28_vocabulary_006,28,Cantonese,Vocabulary,Flashcard,相片日誌,soeng3pin2 jat6zi3,photo journal,用温柔的语气讲这句话,Beth251112
day29_vocabulary_001,29,Cantonese,Vocabulary,Flashcard,溫度,wan1dou6,temperature,用温柔的语气讲这句话,Beth251112
day29_vocabulary_002,29,Cantonese,Vocabulary,Flashcard,診所,can2so2,clinic,用温柔的语气讲这句话,Beth251112
day29_vocabulary_003,29,Cantonese,Vocabulary,Flashcard,藥量,joek6 loeng6,medicine dose,用温柔的语气讲这句话,Beth251112
day29_vocabulary_004,29,Cantonese,Vocabulary,Flashcard,休息日,jau1sik1 jat6,rest day,用温柔的语气讲这句话,Beth251112
day29_vocabulary_005,29,Cantonese,Vocabulary,Flashcard,薑湯,goeng1 soeng1,ginger soup,用温柔的语气讲这句话,Beth251112
day29_vocabulary_006,29,Cantonese,Vocabulary,Flashcard,跟進電話,gan1zeon3 din6waa2,follow-up call,用温柔的语气讲这句话,Beth251112
day30_vocabulary_001,30,Cantonese,Vocabulary,Flashcard,演講廳,jin2gong2 teng1,lecture hall,用温柔的语气讲这句话,Beth251112
day30_vocabulary_002,30,Cantonese,Vocabulary,Flashcard,學期計劃,hok6kei4 gai3waak6,semester plan,用温柔的语气讲这句话,Beth251112
day30_vocabulary_003,30,Cantonese,Vocabulary,Flashcard,研究實驗室,jin4gau3 sat6jim6sat1,research lab,用温柔的语气讲这句话,Beth251112
day30_vocabulary_004,30,Cantonese,Vocabulary,Flashcard,學生證,hok6saang1zing3,student card,用温柔的语气讲这句话,Beth251112
day30_vocabulary_005,30,Cantonese,Vocabulary,Flashcard,小組項目,siu2zou2 hong6muk6,group project,用温柔的语气讲这句话,Beth251112
day30_vocabulary_006,30,Cantonese,Vocabulary,Flashcard,自助餐廳通行證,zi6zo6caan1teng1 tung1hang4zing3,cafeteria pass,用温柔的语气讲这句话,Beth251112
day31_vocabulary_001,31,Cantonese,Vocabulary,Flashcard,招聘網站,ziu1ping3 mong5zaam6,job portal,用温柔的语气讲这句话,Beth251112
day31_vocabulary_002,31,Cantonese,Vocabulary,Flashcard,作品集連結,zok3ban2 zaap6 lin4git3,portfolio link,用温柔的语气讲这句话,Beth251112
day31_vocabulary_003,31,Cantonese,Vocabulary,Flashcard,轉介,zyun2gaai3,referral,用温柔的语气讲这句话,Beth251112
day31_vocabulary_004,31,Cantonese,Vocabulary,Flashcard,薪金範圍,san1gam1 faan6wai4,salary range,用温柔的语气讲这句话,Beth251112
day31_vocabulary_005,31,Cantonese,Vocabulary,Flashcard,模擬面試,mou4ji4 min6si3,mock interview,用温柔的语气讲这句话,Beth251112
day31_vocabulary_006,31,Cantonese,Vocabulary,Flashcard,慶祝小食,hing3zuk1 siu2sik6,celebration snack,用温柔的语气讲这句话,Beth251112
day32_vocabulary_001,32,Cantonese,Vocabulary,Flashcard,醫院袋,ji1jyun2 doi2,hospital bag,用温柔的语气讲这句话,Beth251112
day32_vocabulary_002,32,Cantonese,Vocabulary,Flashcard,生產計劃,sang1caan2 gai3waak6,birth plan,用温柔的语气讲这句话,Beth251112
day32_vocabulary_003,32,Cantonese,Vocabulary,Flashcard,產前檢查,caan2cin4gim2caa4,prenatal visit,用温柔的语气讲这句话,Beth251112
day32_vocabulary_004,32,Cantonese,Vocabulary,Flashcard,夜班,je6baan1,night shift,用温柔的语气讲这句话,Beth251112
day32_vocabulary_005,32,Cantonese,Vocabulary,Flashcard,家庭熱線,gaa1ting4 jit6sin3,family hotline,用温柔的语气讲这句话,Beth251112
day32_vocabulary_006,32,Cantonese,Vocabulary,Flashcard,嬰兒毯,jing1ji4 taam2,baby blanket,用温柔的语气讲这句话,Beth251112
day33_vocabulary_001,33,Cantonese,Vocabulary,Flashcard,晾衫堆,long6saam1 deoi1,laundry pile,用温柔的语气讲这句话,Beth251112
day33_vocabulary_002,33,Cantonese,Vocabulary,Flashcard,儲物箱,cyu5mat6 soeng1,storage bin,用温柔的语气讲这句话,Beth251112
day33_vocabulary_003,33,Cantonese,Vocabulary,Flashcard,捐款袋,gyun1fun2 doi2,donation bag,用温柔的语气讲这句话,Beth251112
day33_vocabulary_004,33,Cantonese,Vocabulary,Flashcard,抹塵布,mut3 can4 bou3,dust cloth,用温柔的语气讲这句话,Beth251112
day33_vocabulary_005,33,Cantonese,Vocabulary,Flashcard,任務計時器,jam4mou6 gai3si4hei3,task timer,用温柔的语气讲这句话,Beth251112
day33_vocabulary_006,33,Cantonese,Vocabulary,Flashcard,播放列表喇叭,bo3fong3lit6biu2 laa3baa1,playlist speaker,用温柔的语气讲这句话,Beth251112
day34_vocabulary_001,34,Cantonese,Vocabulary,Flashcard,旅行預算,leoi5hang4 jyu6syun3,travel budget,用温柔的语气讲这句话,Beth251112
day34_vocabulary_002,34,Cantonese,Vocabulary,Flashcard,收納立方袋,sau1naap6 laap6fong1 doi2,packing cubes,用温柔的语气讲这句话,Beth251112
day34_vocabulary_003,34,Cantonese,Vocabulary,Flashcard,行程表,hang4cing4 biu2,itinerary,用温柔的语气讲这句话,Beth251112
day34_vocabulary_004,34,Cantonese,Vocabulary,Flashcard,護照副本,wu6ziu3 fu3bun2,passport copy,用温柔的语气讲这句话,Beth251112
day34_vocabulary_005,34,Cantonese,Vocabulary,Flashcard,貨幣兌換,fo3bai6deoi3wun6,currency exchange,用温柔的语气讲这句话,Beth251112
day34_vocabulary_006,34,Cantonese,Vocabulary,Flashcard,旅行日誌,leoi5hang4 jat6zi3,travel journal,用温柔的语气讲这句话,Beth251112
day35_vocabulary_001,35,Cantonese,Vocabulary,Flashcard,登機證,dang1gei1zing3,boarding pass,用温柔的语气讲这句话,Beth251112
day35_vocabulary_002,35,Cantonese,Vocabulary,Flashcard,海關申報表,hoi2gwaan1 san1bou3 biu2,customs form,用温柔的语气讲这句话,Beth251112
day35_vocabulary_003,35,Cantonese,Vocabulary,Flashcard,旅遊保險,leoi5jau4 bou2him2,travel insurance,用温柔的语气讲这句话,Beth251112
day35_vocabulary_004,35,Cantonese,Vocabulary,Flashcard,機場快綫,gei1coeng4faai3sin3,airport express,用温柔的语气讲这句话,Beth251112
day35_vocabulary_005,35,Cantonese,Vocabulary,Flashcard,時區,si4keoi1,time zone,用温柔的语气讲这句话,Beth251112
day35_vocabulary_006,35,Cantonese,Vocabulary,Flashcard,到達訊息,dou3daat6 seon3sik1,arrival text,用温柔的语气讲这句话,Beth251112
day36_vocabulary_001,36,Cantonese,Vocabulary,Flashcard,烹飪課,paang1jam6 fo3,cooking class,用温柔的语气讲这句话,Beth251112
day36_vocabulary_002,36,Cantonese,Vocabulary,Flashcard,雜貨清單,zaap6fo3 cing1daan1,grocery list,用温柔的语气讲这句话,Beth251112
day36_vocabulary_003,36,Cantonese,Vocabulary,Flashcard,砧板,zam1baan2,cutting board,用温柔的语气讲这句话,Beth251112
day36_vocabulary_004,36,Cantonese,Vocabulary,Flashcard,煮食鍋,zyu2sik6 wo1,saucepan,用温柔的语气讲这句话,Beth251112
day36_vocabulary_005,36,Cantonese,Vocabulary,Flashcard,調味料,tiu4mei6liu2,seasoning,用温柔的语气讲这句话,Beth251112
day36_vocabulary_006,36,Cantonese,Vocabulary,Flashcard,試味,si3mei6,taste test,用温柔的语气讲这句话,Beth251112
day37_vocabulary_001,37,Cantonese,Vocabulary,Flashcard,鬧鐘,naau6zung1,alarm clock,用温柔的语气讲这句话,Beth251112
day37_vocabulary_002,37,Cantonese,Vocabulary,Flashcard,日出散步,jat6ceot1 saan3bou6,sunrise walk,用温柔的语气讲这句话,Beth251112
day37_vocabulary_003,37,Cantonese,Vocabulary,Flashcard,咖啡保溫瓶,gaa3fe1 bou2wan1 ping2,coffee thermos,用温柔的语气讲这句话,Beth251112
day37_vocabulary_004,37,Cantonese,Vocabulary,Flashcard,伸展墊,san1zin2 din3,stretch mat,用温柔的语气讲这句话,Beth251112
day37_vocabulary_005,37,Cantonese,Vocabulary,Flashcard,習慣追蹤器,zaap6gwaan3 zeoi1zung1 hei3,habit tracker,用温柔的语气讲这句话,Beth251112
day37_vocabulary_006,37,Cantonese,Vocabulary,Flashcard,獎勵小食,zoeng2lai6 siu2sik6,reward snack,用温柔的语气讲这句话,Beth251112
day38_vocabulary_001,38,Cantonese,Vocabulary,Flashcard,長途,coeng4tou4,long distance,用温柔的语气讲这句话,Beth251112
day38_vocabulary_002,38,Cantonese,Vocabulary,Flashcard,視像聊天,si6zoeng6 liu4tin1,video chat,用温柔的语气讲这句话,Beth251112
day38_vocabulary_003,38,Cantonese,Vocabulary,Flashcard,慰問包,wai3man6 baau1,care package,用温柔的语气讲这句话,Beth251112
day38_vocabulary_004,38,Cantonese,Vocabulary,Flashcard,時差,si4caa1,time difference,用温柔的语气讲这句话,Beth251112
day38_vocabulary_005,38,Cantonese,Vocabulary,Flashcard,共享播放列表,gung6hoeng2 bo3fong3lit6biu2,shared playlist,用温柔的语气讲这句话,Beth251112
day38_vocabulary_006,38,Cantonese,Vocabulary,Flashcard,未來的訪問,mei6loi4 dik1 fong2man6,future visit,用温柔的语气讲这句话,Beth251112
day39_vocabulary_001,39,Cantonese,Vocabulary,Flashcard,朝晨鬧鐘,ziu1 san4 naau6zung1,morning alarm,用温柔的语气讲这句话,Beth251112
day39_vocabulary_002,39,Cantonese,Vocabulary,Flashcard,奶昔,naai5sik1,smoothie,用温柔的语气讲这句话,Beth251112
day39_vocabulary_003,39,Cantonese,Vocabulary,Flashcard,燕麥,jin3mak6,oatmeal,用温柔的语气讲这句话,Beth251112
day39_vocabulary_004,39,Cantonese,Vocabulary,Flashcard,爐面煎鍋,lou4 min6 zin1wo1,stovetop pan,用温柔的语气讲这句话,Beth251112
day39_vocabulary_005,39,Cantonese,Vocabulary,Flashcard,雜貨籃,zaap6fo3 laam4,grocery basket,用温柔的语气讲这句话,Beth251112
day39_vocabulary_006,39,Cantonese,Vocabulary,Flashcard,習慣連續記錄,zaap6gwaan3 lin4zuk6 gei3luk6,habit streak,用温柔的语气讲这句话,Beth251112
day40_vocabulary_001,40,Cantonese,Vocabulary,Flashcard,課堂回顧,fo3tong4 wui4gu3,lecture recap,用温柔的语气讲这句话,Beth251112
day40_vocabulary_002,40,Cantonese,Vocabulary,Flashcard,簡報投影片,gaan2bou3 tau4jing2 pin2,presentation slides,用温柔的语气讲这句话,Beth251112
day40_vocabulary_003,40,Cantonese,Vocabulary,Flashcard,讀書夥伴,duk6syu1 fo2bun6,study partner,用温柔的语气讲这句话,Beth251112
day40_vocabulary_004,40,Cantonese,Vocabulary,Flashcard,校園穿梭巴士,haau6jyun2 cyun1so1baa1si2,campus shuttle,用温柔的语气讲这句话,Beth251112
day40_vocabulary_005,40,Cantonese,Vocabulary,Flashcard,補習課,bou2zaap6 fo3,tutor session,用温柔的语气讲这句话,Beth251112
day40_vocabulary_006,40,Cantonese,Vocabulary,Flashcard,咖啡券,gaa3fe1 gyun3,coffee voucher,用温柔的语气讲这句话,Beth251112
day41_vocabulary_001,41,Cantonese,Vocabulary,Flashcard,群組聊天,kwan4 zou2 liu4tin1,group chat,用温柔的语气讲这句话,Beth251112
day41_vocabulary_002,41,Cantonese,Vocabulary,Flashcard,預訂,jyu6deng6,reservation,用温柔的语气讲这句话,Beth251112
day41_vocabulary_003,41,Cantonese,Vocabulary,Flashcard,共乘,gung6sing4,carpool,用温柔的语气讲这句话,Beth251112
day41_vocabulary_004,41,Cantonese,Vocabulary,Flashcard,AA制,ei1ei1zai3,shared bill,用温柔的语气讲这句话,Beth251112
day41_vocabulary_005,41,Cantonese,Vocabulary,Flashcard,攝影亭,sip3jing2 ting4,photo booth,用温柔的语气讲这句话,Beth251112
day41_vocabulary_006,41,Cantonese,Vocabulary,Flashcard,派對之後,paai3deoi3 zi1hau6,after party,用温柔的语气讲这句话,Beth251112
day42_vocabulary_001,42,Cantonese,Vocabulary,Flashcard,領養寵物,ling5joeng5 cung2mat6,pet adoption,用温柔的语气讲这句话,Beth251112
day42_vocabulary_002,42,Cantonese,Vocabulary,Flashcard,每日步行,mui5jat6 bou6hang4,daily walk,用温柔的语气讲这句话,Beth251112
day42_vocabulary_003,42,Cantonese,Vocabulary,Flashcard,食物碗,sik6mat6 wun2,food bowl,用温柔的语气讲这句话,Beth251112
day42_vocabulary_004,42,Cantonese,Vocabulary,Flashcard,睇獸醫,tai2 sau3ji1,vet visit,用温柔的语气讲这句话,Beth251112
day42_vocabulary_005,42,Cantonese,Vocabulary,Flashcard,訓練獎勵,fan3lin6 zoeng2lai6,training treats,用温柔的语气讲这句话,Beth251112
day42_vocabulary_006,42,Cantonese,Vocabulary,Flashcard,護理時間表,wu6lei5 si4gaan1biu2,care schedule,用温柔的语气讲这句话,Beth251112
day43_vocabulary_001,43,Cantonese,Vocabulary,Flashcard,家譜,gaa1pou2,family tree,用温柔的语气讲这句话,Beth251112
day43_vocabulary_002,43,Cantonese,Vocabulary,Flashcard,相簿,soeng2bou2,photo album,用温柔的语气讲这句话,Beth251112
day43_vocabulary_003,43,Cantonese,Vocabulary,Flashcard,百樂餐,baak3lok6caan1,potluck,用温柔的语气讲这句话,Beth251112
day43_vocabulary_004,43,Cantonese,Vocabulary,Flashcard,共享天井,gung6hoeng2 tin1zeng2,shared courtyard,用温柔的语气讲这句话,Beth251112
day43_vocabulary_005,43,Cantonese,Vocabulary,Flashcard,故事之夜,gu3si6 zi1 je6,story night,用温柔的语气讲这句话,Beth251112
day43_vocabulary_006,43,Cantonese,Vocabulary,Flashcard,回憶盒,wui4jik1 hap6,memory box,用温柔的语气讲这句话,Beth251112
day44_vocabulary_001,44,Cantonese,Vocabulary,Flashcard,呼吸訓練,fu1kap1 fan3lin6,breathing drill,用温柔的语气讲这句话,Beth251112
day44_vocabulary_002,44,Cantonese,Vocabulary,Flashcard,肯定,hang2ding6,affirmation,用温柔的语气讲这句话,Beth251112
day44_vocabulary_003,44,Cantonese,Vocabulary,Flashcard,咖啡散步,gaa3fe1 saan3bou6,coffee walk,用温柔的语气讲这句话,Beth251112
day44_vocabulary_004,44,Cantonese,Vocabulary,Flashcard,平靜播放列表,ping4zing6 bo3fong3lit6biu2,calm playlist,用温柔的语气讲这句话,Beth251112
day44_vocabulary_005,44,Cantonese,Vocabulary,Flashcard,支援文字,zi1wun4 man4zi6,support text,用温柔的语气讲这句话,Beth251112
day44_vocabulary_006,44,Cantonese,Vocabulary,Flashcard,獎勵計劃,zoeng2lai6 gai3waak6,reward plan,用温柔的语气讲这句话,Beth251112
day45_vocabulary_001,45,Cantonese,Vocabulary,Flashcard,童年回憶,tung4nin4 wui4jik1,childhood memory,用温柔的语气讲这句话,Beth251112
day45_vocabulary_002,45,Cantonese,Vocabulary,Flashcard,信任練習,seon3jam6 lin6zaap6,trust exercise,用温柔的语气讲这句话,Beth251112
day45_vocabulary_003,45,Cantonese,Vocabulary,Flashcard,團隊項目,tyun4deoi2 hong6muk6,team project,用温柔的语气讲这句话,Beth251112
day45_vocabulary_004,45,Cantonese,Vocabulary,Flashcard,道歉,dou6hip3,apology,用温柔的语气讲这句话,Beth251112
day45_vocabulary_005,45,Cantonese,Vocabulary,Flashcard,共享日誌,gung6hoeng2 jat6zi3,shared journal,用温柔的语气讲这句话,Beth251112
day45_vocabulary_006,45,Cantonese,Vocabulary,Flashcard,慶祝乾杯,hing3zuk1 gon1bui1,celebration toast,用温柔的语气讲这句话,Beth251112
day46_vocabulary_001,46,Cantonese,Vocabulary,Flashcard,音樂會門票,jam1ngok6wui2 mun4piu3,concert ticket,用温柔的语气讲这句话,Beth251112
day46_vocabulary_002,46,Cantonese,Vocabulary,Flashcard,周邊商品桌,zau1bin1 soeng1ban2 coek3,merch table,用温柔的语气讲这句话,Beth251112
day46_vocabulary_003,46,Cantonese,Vocabulary,Flashcard,設定列表,cit3ding6 lit6biu2,set list,用温柔的语气讲这句话,Beth251112
day46_vocabulary_004,46,Cantonese,Vocabulary,Flashcard,再來一次,zoi3loi4 jat1ci3,encore,用温柔的语气讲这句话,Beth251112
day46_vocabulary_005,46,Cantonese,Vocabulary,Flashcard,搭車返屋企,daap3ce1 faan1uk1kei2,ride home,用温柔的语气讲这句话,Beth251112
day46_vocabulary_006,46,Cantonese,Vocabulary,Flashcard,粉絲會,fan2si1 wui5,fan club,用温柔的语气讲这句话,Beth251112
day47_vocabulary_001,47,Cantonese,Vocabulary,Flashcard,共享梳化,gung6hoeng2 so1faa2,shared sofa,用温柔的语气讲这句话,Beth251112
day47_vocabulary_002,47,Cantonese,Vocabulary,Flashcard,寧靜角落,ning4zing6 gok3lok1,quiet corner,用温柔的语气讲这句话,Beth251112
day47_vocabulary_003,47,Cantonese,Vocabulary,Flashcard,家務輪值表,gaa1mou6 leon4zik6 biu2,chore wheel,用温柔的语气讲这句话,Beth251112
day47_vocabulary_004,47,Cantonese,Vocabulary,Flashcard,洗衣投放槽,sai2ji1 tau4fong3 cou4,laundry slot,用温柔的语气讲这句话,Beth251112
day47_vocabulary_005,47,Cantonese,Vocabulary,Flashcard,廚房計時器,ceoi4fong2 gai3si4hei3,kitchen timer,用温柔的语气讲这句话,Beth251112
day47_vocabulary_006,47,Cantonese,Vocabulary,Flashcard,家庭論壇,gaa1ting4 leon6taan4,family forum,用温柔的语气讲这句话,Beth251112
day48_vocabulary_001,48,Cantonese,Vocabulary,Flashcard,餐桌禮儀,caan1coek3 lai5ji4,table manners,用温柔的语气讲这句话,Beth251112
day48_vocabulary_002,48,Cantonese,Vocabulary,Flashcard,伺服器,si6fuk6hei3,servers,用温柔的语气讲这句话,Beth251112
day48_vocabulary_003,48,Cantonese,Vocabulary,Flashcard,配菜,pui3coi3,side dish,用温柔的语气讲这句话,Beth251112
day48_vocabulary_004,48,Cantonese,Vocabulary,Flashcard,甜品盤,tim4ban2 pun4,dessert tray,用温柔的语气讲这句话,Beth251112
day48_vocabulary_005,48,Cantonese,Vocabulary,Flashcard,關門時間,gwaan1mun4 si4gaan1,closing time,用温柔的语气讲这句话,Beth251112
day48_vocabulary_006,48,Cantonese,Vocabulary,Flashcard,夜間電車,je6gaan1 din6ce1,night tram,用温柔的语气讲这句话,Beth251112
day49_vocabulary_001,49,Cantonese,Vocabulary,Flashcard,繁殖研究,faan4zik6 jin4gau3,breed research,用温柔的语气讲这句话,Beth251112
day49_vocabulary_002,49,Cantonese,Vocabulary,Flashcard,寵物預算,cung2mat6 jyu6syun3,pet budget,用温柔的语气讲这句话,Beth251112
day49_vocabulary_003,49,Cantonese,Vocabulary,Flashcard,試用訪問,si3jung6 fong2man6,trial visit,用温柔的语气讲这句话,Beth251112
day49_vocabulary_004,49,Cantonese,Vocabulary,Flashcard,狗繩,gau2sing2,leash,用温柔的语气讲这句话,Beth251112
day49_vocabulary_005,49,Cantonese,Vocabulary,Flashcard,寵物美容師,cung2mat6 mei5jung4si1,groomer,用温柔的语气讲这句话,Beth251112
day49_vocabulary_006,49,Cantonese,Vocabulary,Flashcard,訓練班,fan3lin6 baan1,training class,用温柔的语气讲这句话,Beth251112
day50_vocabulary_001,50,Cantonese,Vocabulary,Flashcard,課程時間表,fo3cing4 si4gaan1biu2,class timetable,用温柔的语气讲这句话,Beth251112
day50_vocabulary_002,50,Cantonese,Vocabulary,Flashcard,讀書時段,duk6syu1 si4dyun6,study slot,用温柔的语气讲这句话,Beth251112
day50_vocabulary_003,50,Cantonese,Vocabulary,Flashcard,實驗室時間,sat6jim6sat1 si4gaan1,lab hour,用温柔的语气讲这句话,Beth251112
day50_vocabulary_004,50,Cantonese,Vocabulary,Flashcard,俱樂部報名,keoi1lok6bou6 bou3meng2,club signup,用温柔的语气讲这句话,Beth251112
day50_vocabulary_005,50,Cantonese,Vocabulary,Flashcard,開放期,hoi1fong3 kei4,open period,用温柔的语气讲这句话,Beth251112
day50_vocabulary_006,50,Cantonese,Vocabulary,Flashcard,打印機排隊,daa2jan3gei1 paai4deoi2,printer queue,用温柔的语气讲这句话,Beth251112
day51_vocabulary_001,51,Cantonese,Vocabulary,Flashcard,細細嘅單位,sai3sai3 ge3 daan1wai2,tiny flat,用温柔的语气讲这句话,Beth251112
day51_vocabulary_002,51,Cantonese,Vocabulary,Flashcard,閱讀燈,jyut6duk6 dang1,reading lamp,用温柔的语气讲这句话,Beth251112
day51_vocabulary_003,51,Cantonese,Vocabulary,Flashcard,餐盒套裝,caan1hap6 tou3zong1,meal kit,用温柔的语气讲这句话,Beth251112
day51_vocabulary_004,51,Cantonese,Vocabulary,Flashcard,鄰居傾計,leon4geoi1 keng1gai2,neighbor chat,用温柔的语气讲这句话,Beth251112
day51_vocabulary_005,51,Cantonese,Vocabulary,Flashcard,預算表,jyu6syun3 biu2,budget sheet,用温柔的语气讲这句话,Beth251112
day51_vocabulary_006,51,Cantonese,Vocabulary,Flashcard,自我照顧清單,zi6ngo5 ziu3gu3 cing1daan1,self care list,用温柔的语气讲这句话,Beth251112
day52_vocabulary_001,52,Cantonese,Vocabulary,Flashcard,步道地圖,bou6dou6 dei6tou4,trail map,用温柔的语气讲这句话,Beth251112
day52_vocabulary_002,52,Cantonese,Vocabulary,Flashcard,日用背包,jat6jung6 bui3baau1,daypack,用温柔的语气讲这句话,Beth251112
day52_vocabulary_003,52,Cantonese,Vocabulary,Flashcard,濾水器,leoi6seoi2hei3,water filter,用温柔的语气讲这句话,Beth251112
day52_vocabulary_004,52,Cantonese,Vocabulary,Flashcard,露營爐,lou6jing4 lou4,camp stove,用温柔的语气讲这句话,Beth251112
day52_vocabulary_005,52,Cantonese,Vocabulary,Flashcard,腳踝護具,goek3waa5 wu6 geoi6,ankle brace,用温柔的语气讲这句话,Beth251112
day52_vocabulary_006,52,Cantonese,Vocabulary,Flashcard,登記處,dang1gei3 cyu3,check-in point,用温柔的语气讲这句话,Beth251112
day53_vocabulary_001,53,Cantonese,Vocabulary,Flashcard,護照,wu6ziu3,passport,用温柔的语气讲这句话,Beth251112
day53_vocabulary_002,53,Cantonese,Vocabulary,Flashcard,登機閘口,dang1gei1 zaap6hau2,boarding gate,用温柔的语气讲这句话,Beth251112
day53_vocabulary_003,53,Cantonese,Vocabulary,Flashcard,手提行李,sau2tai4 hang4lei5,carry-on,用温柔的语气讲这句话,Beth251112
day53_vocabulary_004,53,Cantonese,Vocabulary,Flashcard,旅行枕頭,leoi5hang4 zam2tau4,travel pillow,用温柔的语气讲这句话,Beth251112
day53_vocabulary_005,53,Cantonese,Vocabulary,Flashcard,海關排隊,hoi2gwaan1 paai4deoi2,customs line,用温柔的语气讲这句话,Beth251112
day53_vocabulary_006,53,Cantonese,Vocabulary,Flashcard,到達接送,dou3daat6 zip3sung3,arrival pickup,用温柔的语气讲这句话,Beth251112
day54_vocabulary_001,54,Cantonese,Vocabulary,Flashcard,方向,fong1hoeng3,orientation,用温柔的语气讲这句话,Beth251112
day54_vocabulary_002,54,Cantonese,Vocabulary,Flashcard,導師,dou6si1,mentor,用温柔的语气讲这句话,Beth251112
day54_vocabulary_003,54,Cantonese,Vocabulary,Flashcard,工作空間,gung1zok3 hung1gaan1,workspace,用温柔的语气讲这句话,Beth251112
day54_vocabulary_004,54,Cantonese,Vocabulary,Flashcard,任務追蹤器,jam4mou6 zeoi1zung1 hei3,task tracker,用温柔的语气讲这句话,Beth251112
day54_vocabulary_005,54,Cantonese,Vocabulary,Flashcard,午餐夥伴,ng5caan1 fo2bun6,lunch buddy,用温柔的语气讲这句话,Beth251112
day54_vocabulary_006,54,Cantonese,Vocabulary,Flashcard,慶祝佳餚,hing3zuk1 gaai1ngaau4,celebration treat,用温柔的语气讲这句话,Beth251112
day55_vocabulary_001,55,Cantonese,Vocabulary,Flashcard,大學錄取,daai6hok6 luk6ceoi2,university offer,用温柔的语气讲这句话,Beth251112
day55_vocabulary_002,55,Cantonese,Vocabulary,Flashcard,學費預算,hok6fai3 jyu6syun3,tuition budget,用温柔的语气讲这句话,Beth251112
day55_vocabulary_003,55,Cantonese,Vocabulary,Flashcard,主要選擇,zyu2jiu3 syun2zaak6,major choice,用温柔的语气讲这句话,Beth251112
day55_vocabulary_004,55,Cantonese,Vocabulary,Flashcard,空檔年,hung1dong3 nin4,gap year,用温柔的语气讲这句话,Beth251112
day55_vocabulary_005,55,Cantonese,Vocabulary,Flashcard,校園導賞,haau6jyun2 dou6soeng2,campus tour,用温柔的语气讲这句话,Beth251112
day55_vocabulary_006,55,Cantonese,Vocabulary,Flashcard,家庭會議,gaa1ting4 wui6ji5,family meeting,用温柔的语气讲这句话,Beth251112
